teks,label_emosi,label_angka
lowongan kerja bank bri dengan penempatan di jatim informasi selengkapnya silakan buka website jatim loker jangan lupa follow akun ig kami untuk mendapatkan info seputar loker jatim,neutral,4
astaga pasti capek banget itu,surprise,6
saeyi nih brengsek ya kasihan tapi memang brengsek wkwmwkw,sad,5
pengin kerja pengin bisa belikan ayah ibu hp biar aku bisa mengobrol sama mereka cuma mereka yang penting di hidupku selain mereka terserahhhh,neutral,4
aku mau tapi pun rasanya sudah mual banget kosyakkk,disgust,1
gue cuma kesel orang yang bahas agama orang lain padahal agama dia juga enggak benar banget gue mengomong homophobic bukan berarti gue sempurna anjir enggak dia duluan anjir yang mulai bahas agama orang lain bukan gue gue mah enggak peduli anjir orang lain mau jungkir balik,angry,0
dylan daftar gih,neutral,4
takut banget kalo jatuh,fear,2
satu hal yang bikin gue senang tuh william sedeket itu dan disayang sama circlenya est meskipun enggak sering kita diliatin kedeketan dia sama circle nya est tapi di balik layar kenyataannya dia sedeket itu sama mereka,happy,3
makan daging idin bikin awet muda guys aku testimoninya,neutral,4
alhamdulillah kak untuk diri sendiri cukup,happy,3
biasanya gue habis beli album senang tapi ini sedih banget habis beli album enhypen,happy,3
astaga ada ada saja ya,surprise,6
langsung yang berkepingkeping ya soalnya kalau disisakan nanti dia nangis kayak nasi enggak sih,sad,5
lelaki yang didenda merusuh pusat hiburan tercengang dipenjara bulan,surprise,6
kenapa sekarang tuh banyak banget orang yang tulus ketemu yang brengsek,angry,0
lagi nelpon cs baca mbak nya lagi ngomon tb tb mati ditengah obrolan untungnya info yang gue butuhin sudah dijelasin semua pulsa nya habis jir maaf ya mbak bukan aku yang tiba tiba matiin jujur kepikiran takut disangka enggak sopan soalnya sih mbak lagi mengomong tb tb putus wkwkw,fear,2
jujur sedih kangen,sad,5
wkwk iya lagi kesel banget,angry,0
datang dipenuhi dengan ketakutan ketika sudah di temani bahkan di ajarkan ia menganut konsep seperti apa dipersilahkan menggunakan arang yang kau bawa namun jangan kau terkejut disaat secara bersamaan akan datang kegilaan yang pernah kau tinggalkan dalam sayatan itu,surprise,6
no sumpah takut banget terus no kalo cuma ngangkat dikit enggak dipanggul bisa lol,fear,2
takut sekali senggol langsung ambruk,fear,2
ada kalanya mendengar lah dia pakai bikini di ruang publik tapi kalo dilihat pas pakai handuk dia risih dan jijik ya itu namanya consent kocak,disgust,1
alhamdulillah syukurlah mata bengkaknya itu nangis bahagia kaah,happy,3
marah pengin cilok,angry,0
jujur sudah lihat ini dari siang tadi cuma kayak sekarang tuh aku enggak mau excited saja di sec ig lebih ke enggak mau sedih lagi saja soalnya kayak mau biasa ini diri buat nanti kalo dia gaakan pernah muncul lagi enggak mau di reply orang orang yang mengingatkan aku kalo dia bakal hilang spenuhnya dari sosmed,sad,5
brengsek banget depok,angry,0
enggak terkejut,surprise,6
halo kak terima kasih wm cantik nya suka banget sama wm nya semoga rezeki kakak selalu di mudahkan dan di lancarkan dan berkah selalu mkasih sekali lagi kak,happy,3
enggak muluk deh cukup acting parody buat video jeda di konser besok saja kita mah sudah senang,happy,3
mulutnya sampai menganga karena terkejut dan takut melihat temannya ini bersuara seperti itu sepertinya kensan harus segera ke dokter aku sendiri merinding melihat dan mendengarnya,fear,2
malah rakyat yang pikir kok kerja apa klot,neutral,4
aumduh wkwkekwk mual,disgust,1
jamur enoki pasti marah sih kalau dimirpin sama pelaku ks,angry,0
yang takut itu biasanya pikiran sendiri,fear,2
mual bacain review org²,disgust,1
hari dimana gue nangisin cowok kpop sampai hari berikutnya dan menyadari gue mencintai dia lebih besar dari yang gue kira,angry,0
dah kenapa gua nangis ya bahagia untukmu nder dari dulu pengin banget ngerasin bagaimana ultah itu tapi setiap tahun selalu dikatai sama ibu kalau dari dulu ia selalu ingin aborsi gue tpnttp saja gue hidup bikin sial saja sampai sekarang tiap keluar rumah selalu teringat kalau gue egk pernah diinginkan hehe,happy,3
sih lanang berambut senja itu tertegun apakah yang dihadapinya sekarang betulbetul chloe skywalker wanitanya yang menggemaskan dan lebih pantas disebut lugu ketimbang dirinya arvid kurang memedulikan harga diri setidaknya saat ini karena ia lebih terkejut dengan,angry,0
hi mau card holder dompet all mascot gemas sekaliee cocok buat kuliah kerja atau dibawa main juga bisa ya only ke dp ke okayy ini ada semua mascot ya gambar cuma contoh jadi sebut saja mascot yang kamu mau gass kemana² sambil bawa cucu,neutral,4
di tengah persaingan serie a yang ketat milan masih terus menjaga asa untuk kembali tampil di liga champions dan kabar baiknya rossoneri akan hadir di indonesia ac milan dijadwalkan menghadapi chelsea dalam laga pramusim di gbk pada agustus,neutral,4
kalo kamu butuh bantuan untuk unboxing barang dan dijual lagi sinii aku bantuin kak aku senang banget unboxing barang wwkwkwk,happy,3
dari kisah ini bisa diambil kesimpulan orang baik akan bersama orang baik yang brengsek pasti akan allah pisahkan darimu tetap jadi yang tebaik agar mendapatkan yang terbaik juga,angry,0
tindakan di rs mana memang nya kak kalo aku misal libur kerja boleh lah kalo dekat aku temenin wkwkw aku pas op kemarin enggak ada yang menunggu jadi merasa bagaimana begitu,neutral,4
misalkan suatu saat dapat kerja statusnya bagaimana apakah harus diurus sendiri dulu atau otomatis ditimpa sama perusahaanpemberi kerja,neutral,4
iya anjir dibilang mau lu str gay transgender nyentuh cewek sembarangan pun gaboleh bahkan cewek juga nyentuh cowok sembarangan juga enggak boleh harus beretika jir kayak sksd begitu kasihan namtan enggak nyaman dan sebelnya ini enggak sekali tapi gmm enggak ada tindakan kayak begini kesel banget gua,sad,5
a dog out of nowhere by wu zhe ch drama slice of life yaoi he older shou pada pertemuan pertama mereka ml mengaku sebagai anak mc ml jijik pada mc tapi ia terpaksa terus berurusan dengannya mc merasa itu menarik jadi ia terus menantang garis batas ml,disgust,1
sok kegantengan banget najis muka kayak silit panci,disgust,1
karena gundam bukan anime yang punya lore pasti jadi menurutku cocok diadaptasi ke hollywood tidak perlu terlalu khawatir soal isu whitewhasing gundam bukan franchise anime yang jualan kesinambungan cerita tapi jualan figur robot raksasa sebagai daya tarik utamanya,fear,2
dari kemarin pumping enggak tuntas karena sibocah nangis terus sekarang asiku seret paniknya ada banget,sad,5
sama kamu makan malam apa rencananyaa sheena,neutral,4
yang sudah menikah enggak usah terkejut,surprise,6
gue enggak bela mereka yang mengatai hinata ya bodoh lo sama saja kayak mereka yang mengatai irt mengatai body hinata mengatai body sakura sasuke jijik makanya enggak pulangpulang lo enggak ada bedanya sama mereka yang misoginis jir,disgust,1
andai saja larry kerja di gedung dpr ri pasti kenyang dia tiap hari makan tikus,neutral,4
ketawa sampai sesak,happy,3
pernah kapan hari itu tetangga crita kalo anaknya dapat mbak ayam kecapnasipisang unyil ayamnya masih ada darahnya merah bis itu sih anak enggak pernah mau makan mbak dibawa pulang buat umpan ayam pelangi anak saja kebuang deh berapa duit kali berapa anak coba mubazir,neutral,4
mau tanya ini berarti yang paling rugi good sides dong tiap hari nebak terus salah nanti diculik sementara bad sides cuma tinggal menunggu ditebak doang dan bisa nyulik memang enggak ada protection buat good sides atau good sides bisa ambil kembali anggotanya yang keculik,neutral,4
telkomsel najis banget kuota mahal sinyal susah padahal di kota loh dzolim,disgust,1
hentikan mbak hentikan kopdes merah putih luncurkan program pelatihan kerja mulai industrialisasi,neutral,4
ngakak soalnya aku pengin loh mereka extend sampai september nantiiii kakak memang kapan ultahnyaaaa,happy,3
aaaaaa aku jijik banget bacanya,disgust,1
wtb lany soft tour cat day tix mau cod venue saja takut kena tipu,fear,2
eyvah bugün maçı var panik stres kanser riski artma ihtimali çok yüksek keşke şu takımın maçları hiç olmasa,angry,0
tambahan jangan kalian beli buku di mereka kalo tidak mau mengumpat dan kesal kenapa coba saja dulu berteman dengan mereka dan rasakan beli buku di sana,angry,0
ready kak besok langsung kirim,neutral,4
Baru juga lantai dipel bersih udah ada yang masuk pakai alas kaki kotor,angry,0
aku yakin rasa sedih khawatir sakit hati selama gapyear ini akan berbuah manis di tanggal mei لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللَّهِ,sad,5
wajar enggak ya sudah nangis tiap hari,sad,5
jijik sama percakapan selingkuhan begini kaya miris saja sudah di pakai eh cuman jadi benalu pemuas napsu wkw tolol buat kakak nya semangat ya ini jalan tuhan mengasih tau kamu kalo pasangan kamu itu busokk jamet,angry,0
eh jujur mellow dikit kayak disatu sisi gue senang sudah terbebas dari laprak tapi disisi lain kayahah serius ini laprak terakhir gue sudah sejauh ini ternyata perkuliahan gue padahal rasanya kayak baru kemarin jadi maba,happy,3
enggak dipinjemin takut se besty sama firaun dipinjemin malah bikin darah tinggi kumat ditagih enggak enak enggak ditagih kepikiran tiap jam pagi,fear,2
terus karena takut sedih makanya daritadi ngediemin beliau tapi sedih juga ngediemin kayak begini tapi kalo mengajak mengomong takut sedih juga soalnya masih sakit hati di marah²in mulu dari kemarin padahal lagi sakit jugaan,sad,5
astaga sender,surprise,6
seru ya mengikuti grup kpop dari awal aku first time mengikuti enggak dan bang dari awal ya heartshearts dan lngshot dan soon nanti smtr benaran kayak wow ikut senang begitu juga kalau mereka makin banyak yang ngelirik,happy,3
gue minum psl uring²an cemas begitu efeknya deh paling benar memang minum kopi benaran aka kopi item,fear,2
dulu waktu naik maxim gua juga begitu drivernya mengirim stiker stiker jorok ke grup ojol terus driver lain banyak kasih foto penumpang yang lagi tidur dan enggak sengaja kakinya kebuka dulu gua mau laporin tapi ditahan tahan teman gua karena rumah dia yang jadi tujuan kita,disgust,1
at dia kerja jadi nanny nya year old mydei sampai besar tetap di sisi mydei as his personal maid running errand for him mulai dari hal receh sampai pekerjaan kotor blackmailing off ing ppl dan ngulik rahasia kotor bangsawan oposisi ️️️,neutral,4
gue sudah muak makan kue ulang tahun gue sendiri enggak habis habis orang rumah pada enggak suka tapi beliinya enggak kira kira iya sih mini cake tapi jumlahnya sesuai umur gue sudah dibagiin juga tetap nyisa banyak,disgust,1
bahaya banget itu dah kak,fear,2
selamat makan malam bro yos gbu senantiasa tetap sehat bahagia semua di rumah amin,happy,3
jijik banget sama pelakunya,disgust,1
tucker chimera enggak mati pikirku mual banget liatnyaa,disgust,1
gabee bermain di dance amp hal janggal kang dohoon sering jadi tumbal wkskeke tapi dia baik selalu melindungi wanita maknae linee karina volunteer porter yang sekarang suka gym prepare parah tapi gampang mual hahaha maknae linee,disgust,1
kayii senang banget dilihat wkwk,happy,3
pak kerja benar terus ya,neutral,4
takut punya anak takut enggak punya anak benaran sebesar itu tanggung jawab orang tua,fear,2
liam rosenior tak khawatir dipecat chelsea,fear,2
sudah ya gimiknya adek takut tvt,fear,2
gapapa memang yang ini niatny kagak gue pakai buat naikin engagement ngeri juga benar kita lu wkwk,fear,2
jangan sedih sesungguhnya saka bersama el wkkwk,sad,5
even cuma kesenggol tangan sama tangan saja berasa jijik banget kayak apalah mereka ini,disgust,1
sudah siap ketawa padahal,happy,3
bikin panik banget memang,fear,2
benci banget tiap ada yang bawa narasi begitu minimal lihat sikon lah dream ditreat kayak grup normal tuh baru dari,angry,0
demi allah mau nangis,sad,5
yaampun anaknya senang banget sama makanan tapi hari harinya ngepap makanan yang kelihatan enggak enak,happy,3
apa ini astaga akwowkwoakwosj,surprise,6
congrats bb i lagi hari,neutral,4
libie pun tercengang orang resign rasa enggak resign,surprise,6
astaga ada saja gebrakannya tanggung jawab enggak lu bang karena bikin kita ini kepo brutal,surprise,6
jorok banget jir sampai ngences begitu sudah lah fokus ngemod besok,disgust,1
astaga ini cantik banget cocok buat kuliah atau kerjaa aku sudah cowok yang ini,surprise,6
Sambalnya berbusa dan baunya udah nyengat banget,disgust,1
gue juga nangis sekebon,sad,5
yang lucu dan buat gue ketawa banget smalem tuh ada akun nyawit pakai official hati wu terus mengomong ngalor ngidul sambil menyarankan orang kalo tetap mau menonton trailernya via illegal saja soalnya dia juga via illegal kayak sebegitunya pengin tau tapi kekeh untuk membenci,happy,3
astaga ada saja cobaannya moga bisa kelar secepatnya,surprise,6
gua ngeri jari nya kena deh,fear,2
gue nangis sok proud of lu havi,sad,5
gue kalo jadi staff nya kayaknya sudah enggak kerja bjirr bakal bengong melihati mereka,neutral,4
ah brengsek lukh,angry,0
hari hari orang buta markir depan rumah gue,neutral,3
hari ini berangkat kompreketemu juta orangujian menithahahihi fotomakan di ss hampir jampulang ke kossedih dan melow menyadari inisemua akan berakhir,neutral,4
lagi gamood bawaannya sedih terus,sad,5
australian politics wow i agree with this there is no way tapi fix the housing issue without a house price collapse some people will get hurt but its the only path tapi long term social reality ive been saying this privately for some time we need tapi crash the price,surprise,6
sedih sih ternyata tahun ini belum bisa menonton hiks,sad,5
brengsek betul,angry,0
imagine getting called melayu euwww melayuww najis haram of israel asia,disgust,1
waduh by aku egk serajin itu pakai doang betah berhari hari,neutral,4
astaga ada oenjahat,surprise,6
sepertinya sudah gmungkin lebih tak suruh meminta maaf depan mataku sih karena sudah keterlaluan banget kali ini jujur,angry,0
benaran bingung harus apa biar enggak sedih,sad,5
senang banget nih aku balek lagi karena habis ke lock,happy,3
jujur eropa sudah enggak seaman dulu setidaknya untuk urusan copet bahkan yang lebih gue kaget lagi di helsinki yang seaman itu saja ada wni yang lapor kecopetan semoga urusan aldi dalam mengurus paspor dan visanya dapat berlangsung dengan lancar,angry,0
awalnya kesel sih tapi setelah ingat umur memang harusnya sudah jadi bapa bapa sih,angry,0
astaga mamah aku mau yang pose metal,surprise,6
brengsek wkwk masa sama kayak seungri lamanya tahi tolol banget oi sokor,angry,0
we know this person as well dan kamu benci banget sama orgnya wjwkwkwk,angry,0
jernihnya keterlaluan enggak sih ini,angry,0
astaga ini trend jaman kapan ya masih ingat saja,surprise,6
indonesia memang sedang tidak baik baik saja makin gelap sedih melihat anak anak bangsa kedepan nya fh ui pelecehan indihome,sad,5
happy evening hari,happy,3
penataan katanya sudah sangat sopan buat menanggapi begundal berseragam dihadapan ibu itu yang kesel bukan cuma ibu mayoritas rakyat rasanya pengin jitakin tuh lembaga oknum,angry,0
panik banget habis colme tmnku malah vc akuuuuu heushdjshd mana belum memakai baju,fear,2
kenapa merinding hm,fear,2
senang banget aku buat jajan tapi bb aku enggak senang alias,happy,3
Es batunya keruh banget kayak pakai air mentah dari kran,disgust,1
sih sh red flag banget pokoknya buset masih bingung sama perasaan nya sudah pacaran sama ke tapi jelalatan sama cewek lain tapi kalo sama cewek lain dia bandingkan sama ke kocak terus sih kah nya cuma ngimbangin sh saja,surprise,6
ya gue juga mereaksi post lu bang ini rl cewek tuh menyemenye pas diputuskan nangis teriakteriak mokondo ya gue balik pertanyaan nya,sad,5
gue paling enggak bisa maksa orang meski aslinya gue takut tapi gapapa deh daripada ngerepotin orang,fear,2
Punya kuping tuh dipakai buat dengerin orang ngomong jangan main motong aja,angry,0
orang tuanya khawatir anaknya belum ketemu jodohnya meanwhile anaknya khawatir enggak dapat tiket fanmeet nct jnjm benefit send off itu,fear,2
congrats kak btw aku juga exol tapi aku enggak ikut menonton sedih banget tapi senang juga bisa bantuin war temenku orang yang exol dan alhamdulillah secured semua cat tix sampai gemeteran pas war semoga yang belum bisa menonton bisa ikut menonton di exo planet selanjutnya ya wish me luck,happy,3
omg astaga no no,surprise,6
iya arus udara juga enggak baik apalagi untuk tidur bikin badan cemas juga karena energinya langsung ke badan terus posisi kasur ngehadap pintu tuh persis sama tradisi naruh peti mati pas acara duka,sad,5
brengsek ah,angry,0
astaga ketemu juga merek snacknya,surprise,6
benci banget sama strategi marketing busuk mereka,angry,0
what serius bang aku yang cowok saja kadang enggak habis makan udon porsi padahal posisi sudah aku buat laper banget kadang aku paksa habisin,surprise,6
سُبحانَ الله je me réveille et je découvre ku une deh mes invocations a été exaucée alhamdulillah mon cœur est rempli deh joie et deh gratitude,happy,3
kiwak terkejut tengok dp kena fak terus hahaha comel,surprise,6
iya tadi juga pindah tapi enggak langsung menunggu ada kursi kosong dulu,neutral,4
negara jadi diisi orang pejabat bangsat brengsek negara dipaksa jadi sebuah komoditas yang mereka manfaatkan semua lininyaa termasuk hukum bjingan semangat mas ibam,angry,0
rill banget kalo habis dapat berita happy langsung kepikiran apa nih yang mau darderdor,happy,3
senang nih yang gayanya beginian madep pokoknya,happy,3
shushi yay diskon jadi ok saja buruan klaim klaim voucher nya disini t gofood grabfood kode promo go grab shopee food sfood shopeefood gojek dana kaget thr malam minggu malming,surprise,6
goblok agh kesel banget ngedengerinnya kayak najis deh,angry,0
merinding merinding semriwing begitu lihatnya,fear,2
aku saja tiap di stand belum buka huuhhhh rasanya kayak apa mau mual,disgust,1
kalau pertamakali kencan bagaimana kak aku sudah rapi dandan eh dia hoodie celana jeans rambut acak acakan pas di cafe ngerokok enggak berhenti henti wajar enggak aku ilfeel langsung kak,disgust,1
kemenkum jabar hadir memberikan solusi strategis dalam perumusan rkp bersama bappenas kita pastikan setiap rupiah anggaran pembangunan hukum digunakan secara efisien untuk kemaslahatan masyarakat banyak kemenkum jabar asep sutandar,neutral,4
akulah fan yang bakal beli skinnya itu fhhghgghfhhhghhhfghfhgh gue benci bggt kenapa dia jadi hero sampah begini,angry,0
gue adek setan tuh boongan dan enggak seram nih aku kasih tau ya lebih seram hidup di dunia tau ponakan memang gue diajari siapa gue tanyaa nih ponakan gue masih playgroup,angry,0
aduh takut deh gara b word kena masalah terus ada rumor,fear,2
merindink jorok,disgust,1
eh gapapa kak jangan tersinggung ya kak cuma kaget saja kok itu,surprise,6
makan bakso,neutral,4
hehe skranci iam hilang mau nangis,sad,5
war tiket hari ini lebih sedih dari yang awal pas awal gue sudah telat masuk queue terus yaudah deh enggak dapat kalo war hari ini tuh gue sudah mulus banget di awal menit sudah masuk queue bisa lihat semua section masih avail sudah mengharap banget disitu tapi enggak jalan anjir sampai sold bete banget,sad,5
haaaa benci,angry,0
aku bacanya juga najis nder blow up cerita pelecehan tapi dia juga melecehkan,disgust,1
perasaan lu kemarin mau makan gacoan baremg,neutral,4
pamermrc sender senang banget hari ini baru datang buat cf nanti dan hasil cetaknya bagus terharu,happy,3
ssuka cemas kalau datengnya rombongan,fear,2
eh aku juga deh aku bisa nge translate kalimat bahkan cerita tapi sampai sekarang masih enggak bisa buat dipakai seharihari karena aku sudah panik memikirkan grammarnya duluan huhuu bagaimana ya,fear,2
sama ya allah menonton yang pertama aku kebayangnya sampai sekarang yang bingkai foto dilempar kain itu najis banget teringat sampai sekarang,disgust,1
putus saja ngent cari yang sesuai sama selera lu yang bisa menuhin semua ego lu yang gede itu dibilang enggak bersyukur enggak mau tapi beginian saja lu enggak bisa menerima blsan dih lo itu keterlaluan sial dan cowok lu sudah bilang kalo memang kurang info sorry tapi sayang tapi cewek modelan lu ribet jujur,angry,0
mules mual baca review day,disgust,1
knph tl ku jorok anjir,disgust,1
hasil nangis minder disemangati my king terima kasih ya orang baik disekitarku yang selalu suprot gambarku,happy,3
kenapa kok merinding padahal muka abang juga masih cocok jadi anak eo,fear,2
tabhi tapi trauma khatam nai ho rha,sad,5
ada fansite namjoon baru saja gue sudah nangis bombayy terus ini namjin mksdddd,sad,5
dar der dor banget buset pantesan ayah ketawa smlm di chat astaga,surprise,6
kayaknya aku bener² enggak bisa kalo enggak sama ibu sudah hari sakit setiap bangun tidur ibu enggak ada di sebelah pasti manggil ibu baru bilang katanya setiap dipanggil hatinya sakit takut aku kenapa² padahal aku cuma manggil tapi ibu merasa khawatir banget,fear,2
biasa kalo bikin masalah di tamengin orang tua kaget doi kehidupan dewasa kayak begini toh,surprise,6
Sepatunya dilepas dan bau jempol kakinya langsung nyebar ke satu ruangan,disgust,1
kenapa nangis,sad,5
angka itu membawa trauma mendalam,sad,5
maaf banget sejelekjeleknya era jokowi era prab lebih najis pantas lu gagal mulu gendut jadi presiden,angry,0
sedih nya kalau jauh sama suami,sad,5
damnn the op original video already ke views i think itu can reach millions later thank you op yeah we missed mark sok much mesti op itu terkejut skskks hahaha,surprise,6
buket duit nder pasti senang banget cowokmu karena enggak ada orang yang enggak suka duit di dunia ini,happy,3
balik kerja nap setengah jam bangun terus jadi tak betul deh,neutral,4
ya tetap saja beda kedua term tersebut bukan sinonim satu sama lain boti itu bottom laaah memangnya pelaku kekerasan seksual itu bottom korbannya saja perempuan sinonim najis bisa kotor cemar jijik sinonimantonim tuh diajari di sd dari kelas masa harus dijelasin sih,disgust,1
admin terima kasih banget sudah jadi kabar baik di hari yang sedih iniiii ️,happy,3
itu pernah lihat ceritanya berawal dari city lolos ucl pertama kali yang musim karena fan city terbiasa main di weekend untuk kompetisi lokal pas main di weekdays buat ucl penontonnya enggak banyak yang menonton karena jadwal kerja terlebih karena di kota manchester,neutral,4
uang gereja dipakai untuk hal yang najis dilakukan pegawai bni itu,disgust,1
ah jangan begini nderrr sedih,sad,5
i max lepak cafe buat kerja pun jam mana boleh continuous buat sesuatu tanpa berhenti kecuali kok acah duduk studybuat kerja tapi sebenarnya layan tt ig kali fb orang worst manga budak sekarang acah je macam library dah tutup,neutral,4
tiap hari selalu ada kak padahal sudah langsung di fb,neutral,4
baru tau tadi bang itupun dikasih tau jadi malu gue,neutral,4
Buka bungkus makanan tumpah ke mana-mana tapi nggak mau langsung disapu,angry,0
deh hari berturut turut puasa jadi intermittent fasting first day sebab meeting dapat free food second day sebab jumpa kawan and kena jumpa dia oh tembam nya saya esok n lusa cuba lagi untuk puasa full day instead of jadi intermittent fasting,neutral,4
gue jadi lu langsung gue putusin gue paling jijik sama laki yang pikirannya rada tolol begitu itu dia sbnrnya mau mewajarkan atau bisa jadi jangan sama teman cowonya bahasannya kayak begitu juga coba saja cek grup sama teman cowoknya,angry,0
ajib banget kak aku tercengang,surprise,6
enggak pernah semuak ini pulanh kerja jam menit sendiri,neutral,4
halo nora salam kenal ya wkwkwk kalau di monopoli berasa banget kayaknya beli ini itu dengan mudahnya suka duaduanya dd kalau kamu bagaimana soalnya aku suka night drive keliling kota tapi ke alam juga why not yuk kerja keras dari muda biar bisa keliling dunia lancar,neutral,4
astaga gue sudah tipes mens pula,surprise,6
sehat juga alhamdulillah,happy,3
bubarkan zoom ini aku sudah mual banget,disgust,1
di tempat kerja gue lagi phkan gedeannnn,neutral,4
alhamdulillah kalo kamu suka semoga kamu dapat yang kayak harry ya soalnya kalo sudah rada horor kak jadi aku memilih sama yang lain,happy,3
sedih banget anjir enggak berhasil war tiket exo,sad,5
hshshs maaf ya kak aku memang enggak bisa dapat kalimat manis dari cewek manis kayak kakak ih uhmmm makanya air mataku langsung bercucuran saking terharunyaa deg masa iya sampai hancur kak shshshs aku jadi gemeteran loh ini aih kemarin sudah begini kak tapi sama saja ih,sad,5
brengsek tokotoktotoktotok,angry,0
ketawa sih lihat chemistry logika sama azabnya dapat banget ditambah anya makin bikin betah menonton,happy,3
wow well you better hope that slandering gods chosen people and the people of jesus christ isnt blasphemy,surprise,6
dulu bisa menamatkan drakor dalam sehari sekarang sehari menonton eps saja deh senang banget,happy,3
apa enggak marah suaminya istrinya di gampar,angry,0
imagine being sok emotional ggr lagi mens sampai nangis dengar lagu ini,sad,5
niceee tapi sumpah kok orang orang bisa rajut ya,neutral,4
baru kali ini sedih karena enggak spend money,sad,5
alcohol itu halal terkejut terjadi ini barubaru ini,surprise,6
astaga menyusahkan hidup orang je dah pegi buat report polis,surprise,6
last update of sabian marlo tuh yaampun ngena banget jadi pengin peluk marlo terima kasih sudah baca senderrr jujur sempat ada ragu bikin bagian ini karena khawatir emosinya kurang sampai ke pembaca,happy,3
terus tadi hpku menyambung sama tv kelas sebelah anjim awowkwowkwok panik dikit gara-gara aku lagi menonton livenya soucil,fear,2
ketawa ada cameonya,happy,3
gua setuju wanita harus mencari pria yang mapan agar ketika menikah anaknya enggak hidup susah tapi bukan berarti meminta duit ketika masih pacaran juga kali lu bisa curhat saja dan mungkin dia bisa bantu sedikit tapi menentukan nominal itu keterlaluan,angry,0
sini ges mampir ke daerah rumah ku yuk tiap hari bisa ke ragunan mendengarkan suara monyet asli berteman sama monyet banyak jajanan,neutral,4
ketawa kencang anjnggg,happy,3
duh kak malam ini gue nangis lagi tapi tanpa adanya cilok yang menemani ciloknya sudah habis kah noo jangan menangis masih ada kesedihan lainnya,sad,5
kak sudah kak jeongwoo sampai nangis dipelukan ku gara gara kamu begitu,sad,5
ibaratnye nih lu lembaga yang bikin kebijakan tapi lu enggak tau rumusan itu alurnya bagaimana dapat dari mana dasarnya apa tapi kebijakannya sudah ada terus lu nyuruh pihak ketiga buat mencari tau itu semua boom inilah kualitas buemen indon tbh gua makin ilfeel sama perusahaan bendera pmrnth,disgust,1
nangis kejer sih aku pasti,sad,5
enggak ah jijik banget tiap mau ke toilet di tanah abang bau pesing menyengat banget,disgust,1
rentang waktu siklus haid pada setiap wanita bisa berbedabeda namun ada wanita yang mengalami kelainan siklus menstruasi misalnya jadwal haid tidak teratur dan volume darah yang keluar terlalu banyak menorrhagia atau justru terlalu sedikit hipomenorea,neutral,4
dih jijik banget gue bacanya,disgust,1
burikk anjing ahahahha najis,angry,0
astaga tahan,surprise,6
ngeri juga ya,fear,2
enggak takut rame kalo buka baju,fear,2
banyak yang khawatir harga bbm bakal melonjak tapi presiden prabowo kasih jawaban pasti subsidi aman stabilitas ekonomi nasional pun tetap terjaga untung kita punya pemimpin yang berani pasang badan buat rakyat,fear,2
wkwkwkwkwkwkw brengsek,angry,0
lagi sharescreen terus sih ex spam call spam chat ngamuk lah pacarku terus aku bilang kamu enggak percaya sama aku kamu enggak ingat pas aku pacaran sama dia kamu enggak aku gubris dia ngeiyain sambil ketawa,happy,3
sedih banget enggak kuat,sad,5
sedih banget gue kampret,sad,5
nangis terus aku panik dan ikut nangis wkwk mana bisulnya di jidat kayak bertanduk begitu jadinya,sad,5
sih wkwkwk bahkan kelen enggak paham bentuk persekusi itu apa saja itu sudah masuk bagian dari ancaman hanya karena belum bukan berarti enggak bakal terjadi kelen hanya takut dihukum saja nya tapi kalo ada yang benaran bunuh homok brni gua jamin bakal dibela matian terus jadi dinormalisasi ngebunuh,fear,2
sedih lah tengok member sedih,sad,5
impact mark gwe nangis berhari hari impact haechan gwe mogok makan,sad,5
dia makan astaga kumaha pipikirana,surprise,6
duh anjir lah gue sedih banget,sad,5
mau pengakuan dosa pls jangan marahin hari ini first time aku menonton mv slowmo dan terkejut visualnya wow aku kemana saja,surprise,6
astaga minggu lagi izaya ultah waktu cepat banget berlalu,surprise,6
wkwkw ketawa banget buset tapi jir jungsu memang cantik banget disituu aaaaaa sayangku,happy,3
stres sama saja jijik tidak pernah mewajarkan pelecehan ke gender manapun,angry,0
silakan ketawa saja pas kenapa kamu ketawa,happy,3
gue cewek dan gue sudah coba nerapin cara ini dan benar kalo gue sejak awal ngangkat percakapan gue jijik sama orang yang candaannya cabul bahkan sebelum dia mencoba sampai akhir dia enggak bkl mencoba bawa bawa itu intinya harus ditegasin dari awal batasan lu,happy,3
rada kaget bacanya,surprise,6
datadriven orgs need a unified ° view tapi drive smarter decisions and better experiences nysa zaran shows how strong data modeling enables alignment governance amp scale join her at,neutral,4
jorok banget penggilingan nya terus juga sop nya kebanyakan enggak sesuai strandar terus persentase daging nya juga sangat dikit banyak dicampur kacang polong tapi tidak ditulis di komposisi padahal bisa saja ada yang aleegi kacang,disgust,1
dulu tuh kalau ada mv kpop bahagia banget,happy,3
enggak ekspek nyokap juga se khawatir itu sama sidang gue luv lu mom️️,fear,2
besok kalo gue jadi limbat enggak usah kaget ya plis,surprise,6
perkara sinetron doang sampai sebegitunya astaga,surprise,6
setelah lama enggak kesal garagara cust bawel bilang ini itu enggak bisa barusan sudah di titik kesal sampai gemeteran parah sama omelannya habis itu kepikiran kalau deh kelepasan begini bakal kena enggak ya apes banget gara cust soft spoken tapi nyentil omelannya,angry,0
najis modelan plenger begini mual gua lihatnya,disgust,1
malu banget mau nangis,sad,5
